387_69_1 1803 1850
387_69_1 2090 2152
387_69_1 2962 3042
387_69_1 3439 3537
387_69_1 3670 3807
387_69_1 3914 4042

387_70_1 100 188
387_70_1 484 510
387_70_1 635 726
387_70_1 1041 1150
387_70_1 2523 2687

387_71_1 100 395
387_71_1 478 562
387_71_1 1594 1683

387_72_1 100 147
387_72_1 391 457
387_72_1 734 951
387_72_1 1106 1662
387_72_1 2079 2898

387_73_1 100 420
387_73_1 505 1899

387_74_1 100 156
387_74_1 242 332
387_74_1 439 554
387_74_1 873 932
387_74_1 1042 1107
387_74_1 1564 1752

387_75_1 100 336
387_75_1 421 531
387_75_1 637 740
387_75_1 887 929
387_75_1 1018 1116
387_75_1 1338 1407
387_75_1 1493 1587
387_75_1 1881 1914
387_75_1 2008 2092
387_75_1 2178 2255
387_75_1 2378 2425
387_75_1 3312 3344
387_75_1 3458 3566
387_75_1 3879 4085
387_75_1 4175 4249

387_76_1 100 282
387_76_1 398 1168
387_76_1 1246 2457

387_77_1 100 497
387_77_1 1413 1896

746_78_1 100 298
746_78_1 2286 2373
746_78_1 2511 2583

746_79_1 100 1602

746_80_1 100 991
746_80_1 1076 1555
746_80_1 1675 1745
746_80_1 1850 1926
746_80_1 2090 2237
746_80_1 2360 2521
746_80_1 2757 2954

746_81_1 100 345
746_81_1 1767 2435
746_81_1 4212 4400
746_81_1 4516 4604
746_81_1 4685 4904

746_82_1 100 1419
746_82_1 1525 1581

746_83_1 100 2034

746_84_1 100 1392

748_86_1 100 150
748_86_1 418 510
748_86_1 582 778
748_86_1 864 969
748_86_1 1098 1244
748_86_1 1344 1463

748_87_1 100 321
748_87_1 442 580
748_87_1 702 760
748_87_1 1061 1180
748_87_1 1280 1381
748_87_1 1935 1989
748_87_1 2093 2190
748_87_1 2273 2384
748_87_1 2688 2879
748_87_1 2968 3110

748_88_1 100 261
748_88_1 619 789

748_89_1 100 615

748_90_1 100 280
748_90_1 398 578
748_90_1 664 805
748_90_1 964 1033
748_90_1 1190 1359

748_91_1 100 810

748_92_1 100 687
748_92_1 773 874
748_92_1 952 1017
748_92_1 1199 1264
748_92_1 1357 1644
748_92_1 1725 1847

748_93_1 100 610
748_93_1 689 996

749_94_1 100 429
749_94_1 804 1069
749_94_1 1182 1299
749_94_1 1613 1821
749_94_1 2068 2521

749_95_1 100 203
749_95_1 922 1041
749_95_1 1216 1330
749_95_1 1397 1490
749_95_1 1953 2173

749_96_1 100 759

749_97_1 100 1671

749_98_1 100 708

749_99_1 100 180
749_99_1 409 527
749_99_1 1318 1747
749_99_1 1937 2197
749_99_1 2950 3072
749_99_1 3367 3468
749_99_1 3541 3648

749_100_1 100 2199

749_101_1 100 225
749_101_1 512 874
749_101_1 978 1118
749_101_1 1663 2055
749_101_1 2156 2647
749_101_1 2885 3108
749_101_1 3204 3548
749_101_1 3668 3959
749_101_1 4778 5227
749_101_1 5313 5658
749_101_1 6019 6362
749_101_1 6443 6904
749_101_1 7402 7526
749_101_1 7879 8002
749_101_1 8472 8540
749_101_1 8677 8904

750_102_1 100 216
750_102_1 2130 2618
750_102_1 3316 3537
750_102_1 3631 3715
750_102_1 3858 3968
750_102_1 4331 4719

750_103_1 100 241
750_103_1 689 777
750_103_1 926 1001
750_103_1 1656 1705
750_103_1 1788 2099
750_103_1 2251 2289
750_103_1 2625 2813

750_104_1 100 156
750_104_1 246 294
750_104_1 589 820
750_104_1 2116 2233

750_105_1 100 449
750_105_1 1509 1797

750_106_1 100 205
750_106_1 598 694
750_106_1 782 860
750_106_1 1209 1525
750_106_1 2099 2108

750_107_1 100 1110

750_108_1 100 510

750_110_1 100 222
750_110_1 425 499
750_110_1 766 867
750_110_1 956 1009
750_110_1 1102 1194
750_110_1 1325 1417
750_110_1 1719 1823
750_110_1 1928 2026
750_110_1 2292 2552

750_111_1 100 266
750_111_1 639 816
750_111_1 908 1044
750_111_1 1838 1964
750_111_1 2782 3003
750_111_1 3082 3441
750_111_1 4260 4418
750_111_1 4498 4773
750_111_1 4882 5082
750_111_1 5191 5243
750_111_1 5361 5469
750_111_1 5834 6175

751_112_1 100 207
751_112_1 790 891
751_112_1 976 1088
751_112_1 1443 1512
751_112_1 1933 2010
751_112_1 2085 2201
751_112_1 2323 2417
751_112_1 2665 2744
751_112_1 2837 2896
751_112_1 2990 3117

752_113_1 100 271
752_113_1 939 1204
752_113_1 1337 1873

752_114_1 100 2199

752_115_1 100 351
752_115_1 441 605
752_115_1 845 1027
752_115_1 1147 1741
752_115_1 2403 2515
752_115_1 2646 2866
752_115_1 3653 3977

752_116_1 100 186
752_116_1 1200 1287
752_116_1 2088 2196
752_116_1 2281 2379
752_116_1 2994 3036
752_116_1 3658 3729
752_116_1 3808 3903
752_116_1 4017 4250
752_116_1 4322 4505
752_116_1 4655 4766
752_116_1 4855 4941
752_116_1 5111 5249
752_116_1 6036 6126
752_116_1 6229 6291
752_116_1 6453 6562
752_116_1 6717 6821
752_116_1 7390 7463
752_116_1 7787 7862
752_116_1 8194 8430
752_116_1 8827 8898
752_116_1 9490 9561
752_116_1 9648 9712
752_116_1 9792 9894
752_116_1 9957 10088
752_116_1 10177 10320
752_116_1 11281 11388
752_116_1 11471 11521
752_116_1 12534 12611
752_116_1 12692 12805
752_116_1 13352 13548
752_116_1 13651 13720
752_116_1 14048 14236

752_117_1 100 178
752_117_1 261 376
752_117_1 1086 1163
752_117_1 1252 1392
752_117_1 2658 2734
752_117_1 3094 3258
752_117_1 4684 4840

753_118_1 100 118
753_118_1 2065 2118
753_118_1 2310 2390
753_118_1 2482 2654
753_118_1 3026 3115

753_119_1 100 380
753_119_1 479 758
753_119_1 936 986
753_119_1 1511 1921

753_120_1 100 125
753_120_1 213 426
753_120_1 528 591
753_120_1 1537 1625
753_120_1 2136 2204
753_120_1 2339 2383
753_120_1 2583 2627

753_121_1 100 421
753_121_1 701 834
753_121_1 1436 1583
753_121_1 1726 1832
753_121_1 1925 1966

753_122_1 100 537
753_122_1 1285 1357
753_122_1 1559 1629
753_122_1 2165 2250
753_122_1 2351 2441
753_122_1 2890 2958
753_122_1 3690 3770
753_122_1 3847 4012
753_122_1 4201 4246
753_122_1 4324 4404
753_122_1 5674 5756
753_122_1 5873 5916
753_122_1 6013 6108

753_123_1 100 306
753_123_1 382 502
753_123_1 1012 1085
753_123_1 2711 2836

753_124_1 100 600
753_124_1 1125 1219
753_124_1 1339 1480
753_124_1 1911 1976
753_124_1 2068 2207
753_124_1 2973 3099
753_124_1 3783 3931
753_124_1 4337 4472
753_124_1 4824 4908
753_124_1 5022 5293
753_124_1 5435 5584

753_125_1 100 396
753_125_1 1409 1495
753_125_1 1580 1716
753_125_1 2628 2747
753_125_1 2841 2946
753_125_1 3628 3687
753_125_1 3766 3854
753_125_1 3930 3993

755_126_1 100 360
755_126_1 383 594
755_126_1 809 926
755_126_1 1012 1130
755_126_1 1219 1405
755_126_1 1492 1638
755_126_1 2054 2338
755_126_1 3764 4087
755_126_1 4116 4427
755_126_1 4838 5496
755_126_1 5634 5777
755_126_1 7131 7371

755_127_1 100 225
755_127_1 1208 1330
755_127_1 1416 1472
755_127_1 1757 1831
755_127_1 1923 2027

755_128_1 100 490
755_128_1 968 1040
755_128_1 1505 1778
755_128_1 2244 2344
755_128_1 3200 3245

755_129_1 100 312
755_129_1 414 552
755_129_1 1392 1516
755_129_1 2017 2163
755_129_1 2533 2667

755_130_1 100 1542

755_131_1 100 571
755_131_1 670 1544

755_132_1 100 592
755_132_1 1513 2402

756_133_1 100 250
756_133_1 355 464
756_133_1 821 1345

756_135_1 100 1179

756_136_1 100 422
756_136_1 1253 1514
756_136_1 2185 2386
756_136_1 2476 2623
756_136_1 2728 3271

756_137_1 100 666
756_137_1 755 991
756_137_1 1085 1174
756_137_1 1505 1612
756_137_1 1898 2005

756_138_1 100 897

761_139_1 100 489
761_139_1 1286 1360
761_139_1 1436 1480
761_139_1 1698 1772
761_139_1 2811 2898
761_139_1 3043 3152
761_139_1 4425 4520
761_139_1 5227 5293
761_139_1 5718 5833
761_139_1 5911 5989
761_139_1 6114 6253

761_140_1 100 307
761_140_1 993 1487
761_140_1 1901 4854

761_142_1 100 165
761_142_1 288 567
761_142_1 666 852
761_142_1 1017 1087
761_142_1 1187 1264
761_142_1 1351 1438
761_142_1 1539 1594
761_142_1 1718 1785

761_143_1 100 476
761_143_1 736 853
761_143_1 1154 1461
761_143_1 1537 1668
761_143_1 1757 1855
761_143_1 2035 2572

761_144_1 100 179
761_144_1 741 780
761_144_1 910 1013
761_144_1 1101 1149
761_144_1 1250 1356
761_144_1 1437 1524
761_144_1 1824 1952
761_144_1 2060 2134
761_144_1 2302 2355
761_144_1 2459 2496
761_144_1 2601 2760
761_144_1 3327 3387
761_144_1 3488 3615

804_146_1 100 561
804_146_1 1312 1596
804_146_1 2094 2378

804_147_1 100 429
804_147_1 799 1121
804_147_1 2138 2285
804_147_1 2380 2412
804_147_1 2580 2651

804_148_1 100 203
804_148_1 1240 1335
804_148_1 2036 2579

804_149_1 100 903

804_150_1 100 354
804_150_1 460 627
804_150_1 707 778
804_150_1 1077 1155
804_150_1 1391 1455
804_150_1 1549 1638
804_150_1 1931 2020
804_150_1 2276 2362
804_150_1 2557 2640
804_150_1 2770 2889
804_150_1 2968 2996
804_150_1 3523 3655
804_150_1 4124 4576
804_150_1 5086 5573
804_150_1 5655 5718
804_150_1 5796 5898
804_150_1 6012 6163
804_150_1 6271 6396
804_150_1 6539 6609
804_150_1 6771 6833
804_150_1 7498 7570
804_150_1 8052 8171
804_150_1 8260 8337
804_150_1 8514 8564
804_150_1 8666 8776

804_151_1 100 621
804_151_1 1574 1870
804_151_1 2003 2200
804_151_1 2536 2637
804_151_1 2748 2888
804_151_1 2959 3066
804_151_1 3376 3458
804_151_1 3617 3779
804_151_1 4424 4482
804_151_1 4615 4627

804_152_1 100 828

804_153_1 100 1092
804_153_1 1221 1410
804_153_1 1767 2041

873_154_1 100 596
873_154_1 679 889
873_154_1 978 1088
873_154_1 1183 1971

873_155_1 100 336
873_155_1 1072 1329

873_156_1 100 474
873_156_1 979 1065
873_156_1 1163 2374

873_157_1 100 567

873_158_1 100 112
873_158_1 196 281
873_158_1 392 463
873_158_1 630 692
873_158_1 1254 1340
873_158_1 3054 3195
873_158_1 3284 3402
873_158_1 3590 3706
873_158_1 3995 4090
873_158_1 4188 4247
873_158_1 4444 4518
873_158_1 5268 5372
873_158_1 5490 5606
873_158_1 5703 5780
873_158_1 5859 5955
873_158_1 6190 6241
873_158_1 6333 6403
873_158_1 6500 6633

873_159_1 100 132
873_159_1 877 1692
873_159_1 1780 1953
873_159_1 2096 2221
873_159_1 2371 2472

873_160_1 100 112
873_160_1 219 503
873_160_1 1661 1702
873_160_1 1804 1886

873_161_1 100 207
873_161_1 1335 1440
873_161_1 1571 1719
873_161_1 2479 2731
873_161_1 3063 3172
873_161_1 3437 3511
873_161_1 3612 3698
873_161_1 3889 3975
873_161_1 4156 4293
873_161_1 4408 4479

873_162_1 100 308
873_162_1 1278 1446
873_162_1 1576 1701
873_162_1 2555 2620
873_162_1 2739 2789

873_163_1 100 313
873_163_1 415 542
873_163_1 658 727
873_163_1 815 971
873_163_1 1072 1684
873_163_1 2115 2591
873_163_1 2669 3262
873_163_1 3342 3692
873_163_1 3791 4378

873_164_1 100 3373
873_164_1 3960 4327

896_165_1 100 280
896_165_1 383 501
896_165_1 776 897
896_165_1 976 1172
896_165_1 1473 1726
896_165_1 1902 2003
896_165_1 2099 2527
896_165_1 2734 3492
896_165_1 3709 3894

896_166_1 100 298
896_166_1 387 730
896_166_1 826 1218

896_167_1 100 375
896_167_1 780 902
896_167_1 1663 1756
896_167_1 2284 2366
896_167_1 2448 2537
896_167_1 3028 3450

896_168_1 100 1575

896_169_1 100 1192
896_169_1 1336 1523
896_169_1 2581 2804
896_169_1 2897 3695

902_170_1 100 1056
902_170_1 1761 2069

902_172_1 100 525
902_172_1 1469 1642

902_173_1 100 392
902_173_1 530 701
902_173_1 792 1394

902_175_1 100 295
902_175_1 405 604

902_176_1 100 212
902_176_1 326 401
902_176_1 488 660
902_176_1 1515 1599

902_177_1 100 1227

903_178_1 100 906

903_179_1 100 175
903_179_1 279 505

903_180_1 100 246
903_180_1 1361 1589
903_180_1 1698 1791
903_180_1 1975 2098
903_180_1 2299 2400
903_180_1 2480 2631
903_180_1 2730 2823
903_180_1 3019 3204

903_181_1 100 886
903_181_1 2616 3223

903_182_1 100 345

903_183_1 100 254
903_183_1 360 495
903_183_1 750 799
903_183_1 1421 1474
903_183_1 1708 3073

903_184_1 100 365
903_184_1 937 1059
903_184_1 1169 1238
903_184_1 1355 1465
903_184_1 1733 1816
903_184_1 2714 2764
903_184_1 3353 3382
903_184_1 3511 3573
903_184_1 3673 3738
903_184_1 3878 3994
903_184_1 4088 4123
903_184_1 4447 4566
903_184_1 4697 4867
903_184_1 5087 5197

904_185_1 100 1277
904_185_1 1846 2116
904_185_1 2230 2664

904_186_1 100 256
904_186_1 677 735
904_186_1 982 2551
904_186_1 2640 2767
904_186_1 2850 3090
904_186_1 3217 3767

904_187_1 100 154
904_187_1 242 312
904_187_1 387 468
904_187_1 588 703
904_187_1 819 956
904_187_1 1043 1069
904_187_1 1625 1699
904_187_1 2280 2417

904_188_1 100 1915
904_188_1 2025 2141
904_188_1 2240 2415
904_188_1 2946 3091
904_188_1 3410 3428

904_189_1 100 3126

904_191_1 100 144
904_191_1 1033 1154
904_191_1 1259 1363
904_191_1 2038 2143
904_191_1 2453 3022
904_191_1 3145 3912
904_191_1 4125 4346

904_192_1 100 933

905_193_1 100 459
905_193_1 586 667
905_193_1 2057 2151
905_193_1 2228 2299
905_193_1 2401 2480
905_193_1 2569 2650
905_193_1 2783 2830
905_193_1 2910 2978
905_193_1 3268 3393
905_193_1 3470 3745

905_194_1 100 717
905_194_1 2106 2465

905_195_1 100 395
905_195_1 949 1189
905_195_1 1272 1352
905_195_1 2062 2169
905_195_1 2277 2396
905_195_1 3135 3302
905_195_1 3381 3467
905_195_1 4095 4208

905_196_1 100 447

905_197_1 100 244
905_197_1 350 454
905_197_1 561 608
905_197_1 768 893
905_197_1 1064 1204
905_197_1 1641 2806

907_198_1 100 233
907_198_1 790 880
907_198_1 964 1048
907_198_1 1147 1231
907_198_1 2855 2924
907_198_1 3646 3715
907_198_1 4937 4982
907_198_1 5062 5311
907_198_1 5590 5795
907_198_1 5875 5949
907_198_1 6105 6174
907_198_1 6276 6356
907_198_1 6804 6883
907_198_1 6971 7049

907_199_1 100 257
907_199_1 359 440
907_199_1 530 607
907_199_1 720 779
907_199_1 869 973
907_199_1 1873 1983
907_199_1 2615 2656
907_199_1 3643 3744
907_199_1 3818 3906
907_199_1 4025 4140
907_199_1 4217 4329
907_199_1 4437 4479
907_199_1 4568 4659
907_199_1 5541 5589
907_199_1 7360 7430
907_199_1 7735 7848
907_199_1 7972 8087
907_199_1 8194 8239
907_199_1 8326 8358

907_200_1 100 1977

907_201_1 100 305
907_201_1 2031 2183
907_201_1 2358 2482
907_201_1 3065 3190
907_201_1 3320 3502
907_201_1 3610 3748
907_201_1 4297 4456
907_201_1 5255 5389
907_201_1 6089 6289
907_201_1 6774 6901
907_201_1 7023 7074
907_201_1 7441 7510
907_201_1 7653 7735

907_202_1 100 150
907_202_1 297 366
907_202_1 502 569
907_202_1 1272 1333
907_202_1 2006 2087
907_202_1 2173 2406
907_202_1 2725 2853
907_202_1 2945 3006
907_202_1 3294 3411

919_203_1 100 195
919_203_1 784 942
919_203_1 1105 1206
919_203_1 1271 1363
919_203_1 1910 1999
919_203_1 3015 3107
919_203_1 3188 3331
919_203_1 3737 3844
919_203_1 4109 4160
919_203_1 4240 4274

920_204_1 100 426
920_204_1 533 907

920_206_1 100 978

920_207_1 100 423
920_207_1 2061 2276
920_207_1 2365 2652
920_207_1 2741 3076
920_207_1 3192 3395
920_207_1 3510 3689

1047_208_1 100 2685

1047_209_1 100 159
1047_209_1 276 373
1047_209_1 1565 1664
1047_209_1 1839 2021
1047_209_1 2344 2466

1463_210_1 100 884
1463_210_1 1029 1454
1463_210_1 1541 1853
1463_210_1 1977 2027

1463_211_1 100 498
1463_211_1 723 800
1463_211_1 988 1053
1463_211_1 2663 2728
1463_211_1 2922 2972
1463_211_1 3742 4035

1463_212_1 100 1023
1463_212_1 1750 2367

1463_213_1 100 1038
1463_213_1 1216 1833

1463_214_1 100 248
1463_214_1 928 1113
1463_214_1 1454 1544
1463_214_1 1662 1769
1463_214_1 1914 1973
1463_214_1 2076 2117
1463_214_1 2473 2604
1463_214_1 2708 2812

1463_215_1 100 657
1463_215_1 1412 1498
1463_215_1 1581 1625
1463_215_1 1700 1795
1463_215_1 1913 2014
1463_215_1 2471 2557
1463_215_1 2708 2775
1463_215_1 2895 2979

1463_216_1 100 1554

1463_217_1 100 2394

1463_218_1 100 378
1463_218_1 589 1440
1463_218_1 1646 1731
1463_218_1 2081 2215
1463_218_1 2624 2789

1463_219_1 100 279
1463_219_1 396 518
1463_219_1 1440 1597
1463_219_1 2064 2166
1463_219_1 2746 2841
1463_219_1 3036 3101
1463_219_1 3169 3288
1463_219_1 3574 3660

1477_221_1 100 241
1477_221_1 339 697
1477_221_1 1341 1478

1477_222_1 100 2598
1477_222_1 2882 3014
1477_222_1 3178 3266
1477_222_1 4194 4432
1477_222_1 5600 5686
1477_222_1 6053 6152
1477_222_1 6640 6853
1477_222_1 6938 7081
1477_222_1 7405 7409

1477_223_1 100 498
1477_223_1 590 835

1477_224_1 100 147
1477_224_1 340 399
1477_224_1 501 540
1477_224_1 1128 1306
1477_224_1 1964 2002
1477_224_1 2078 2164
1477_224_1 2285 2345
1477_224_1 2806 2930
1477_224_1 3024 3115
1477_224_1 3205 3322

1477_225_1 100 378
1477_225_1 461 757
1477_225_1 1508 1716
1477_225_1 2107 2279
1477_225_1 4204 4742
1477_225_1 4866 4938
1477_225_1 5412 5926

1477_226_1 100 945

1477_227_1 100 510

1477_228_1 100 236
1477_228_1 594 758
1477_228_1 1032 1212
1477_228_1 1339 1395
1477_228_1 1487 1557
1477_228_1 1729 1804
1477_228_1 1892 1951
1477_228_1 2073 2176
1477_228_1 2259 2319
1477_228_1 2718 3113

1477_229_1 100 942

1477_230_1 100 101
1477_230_1 188 320
1477_230_1 561 742
1477_230_1 824 1019
1477_230_1 1609 2631

1477_231_1 100 172
1477_231_1 699 816
1477_231_1 1157 1278
1477_231_1 1359 1549
1477_231_1 1718 1858
1477_231_1 2486 2608
1477_231_1 3767 3844
1477_231_1 4376 4544
1477_231_1 4675 4787
1477_231_1 4883 4963
1477_231_1 5469 5534
1477_231_1 7374 7438
1477_231_1 7591 7636
1477_231_1 7720 7836
1477_231_1 8119 8210
1477_231_1 8296 8400
1477_231_1 8931 8970

1485_232_1 100 211
1485_232_1 325 404
1485_232_1 486 1541

1485_233_1 100 819
1485_233_1 2499 3593

1518_234_1 100 417

1518_235_1 100 159
1518_235_1 273 666
1518_235_1 935 1548
1518_235_1 1644 1709

1518_236_1 100 804
1518_236_1 892 1102
1518_236_1 1220 1517
1518_236_1 1608 2072
1518_236_1 2669 2894

1519_237_1 100 252
1519_237_1 782 873
1519_237_1 986 1094
1519_237_1 1183 1218
1519_237_1 1352 1438
1519_237_1 1798 1869

1519_238_1 100 187
1519_238_1 287 369
1519_238_1 1034 1109
1519_238_1 1220 1287
1519_238_1 1652 1736
1519_238_1 2614 2729
1519_238_1 2841 2924
1519_238_1 3738 3884
1519_238_1 4189 4300
1519_238_1 4371 4490
1519_238_1 4682 4755

1519_239_1 100 120
1519_239_1 632 2574
1519_239_1 2868 2994
1519_239_1 3407 3508
1519_239_1 3666 3746

1519_240_1 100 123
1519_240_1 222 278
1519_240_1 594 929
1519_240_1 1283 1502
1519_240_1 1886 2126
1519_240_1 2344 2602

1588_241_1 100 154
1588_241_1 242 500
1588_241_1 659 776

1588_242_1 100 157
1588_242_1 277 353
1588_242_1 1561 1694
1588_242_1 2177 2319
1588_242_1 2429 2500
1588_242_1 2584 2697
1588_242_1 2779 2933

1588_243_1 100 1243
1588_243_1 1785 1961
1588_243_1 2206 2522

1588_244_1 100 232
1588_244_1 319 512
1588_244_1 586 775
1588_244_1 1263 1414
1588_244_1 1961 2076
1588_244_1 2192 2438
1588_244_1 2534 2590
1588_244_1 3374 3526
1588_244_1 4128 4208
1588_244_1 4404 4490
1588_244_1 4879 5202

1588_245_1 100 272
1588_245_1 375 484
1588_245_1 604 791
1588_245_1 1551 2018

1588_246_1 100 114
1588_246_1 218 1678
1588_246_1 2289 2478
1588_246_1 2989 3599

1588_247_1 100 1071

1588_248_1 100 236
1588_248_1 1835 1945
1588_248_1 2354 2436
